LAT;LONG;TYPE;NAME
-84.817681;39.833376;IN Cracker Barrel;Richmond-6050 National Rd E  I-70 Exit #156A ,Bus and RV Parking,(765) 935-0881
-85.784004;38.683346;IN Cracker Barrel;Scottsburg-1265 Allen St  I-65 Exit #29 ,Bus and RV Parking,(812) 752-9346
-85.759003;38.394755;IN Cracker Barrel;Sellersburg -350 Triangle Rd  I-65 Exit #9 ,Bus and RV Parking,(812) 246-0740
-85.838027;38.957852;IN Cracker Barrel;Seymour-211 Frontage Rd  I-65 Exit #50B ,Bus and RV Parking,(812) 522-3122
-85.773205;39.551185;IN Cracker Barrel;Shelbyville-1898 N. Morristown Rd  I-74 Exit #113 ,Bus and RV Parking,(317) 398-0385
-87.410853;39.431751;IN Cracker Barrel;Terre Haute-429 Margaret Ave  I-70 Exit #7 ,Bus and RV Parking,(812) 235-6593
-86.350546;39.947164;IN Cracker Barrel;Whitestown-6398 Crane DrI I-65 and SR 334 ,Bus and RV Parking,(317) 769-5205
-96.816447;39.022788;KS Cracker Barrel;Junction City-115 N. East St  I-70 Exit #298 ,Bus and RV Parking,(785) 762-5567
-94.771449;38.909918;KS Cracker Barrel;Olathe-12101 Strangline Rd  I-35 Exit #220 ,Bus and RV Parking,(913) 780-9108
-95.758612;39.040978;KS Cracker Barrel;Topeka-1421 SW Ashworth Pl  I-470 Exit #1B ,Bus and RV Parking,(785) 273-3393
-97.326913;37.794973;KS Cracker Barrel;Wichita-995 E. 61st St North  I-135 Exit #14 ,Bus and RV Parking,(316) 744-8080
-85.419023;37.808207;KY Cracker Barrel;Bardstown-10 Old Filiatreau Ln ,(502) 350-1333
-84.310748;37.566991;KY Cracker Barrel;Berea-101 McKinney Dr  I-75 Exit #76 ,Bus and RV Parking,(859) 986-0512
-86.418891;36.929825;KY Cracker Barrel;Bowling Green-1960 Mel Browning St  I-65 Exit #22 ,Bus and RV Parking,(270) 843-8087
-87.735548;36.87926;KY Cracker Barrel;Cadiz-74 Hospitality Ln  I-24 Exit #65 ,Bus and RV Parking,(270) 522-0600
-88.325577;37.004544;KY Cracker Barrel;Calvert City-314 Kennedy Ave  I-24 Exit #27 ,Bus and RV Parking,(270) 395-0371
-85.972025;37.134405;KY Cracker Barrel;Cave City-800 Happy Valley St  I-65 Exit #53 ,Bus and RV Parking,(270) 773-4723
-84.073732;36.959908;KY Cracker Barrel;Corbin-857 Cumberland Gap Pwky I-75 Exit #29 ,Bus and RV Parking,(606) 523-0522
-84.777414;37.616616;KY Cracker Barrel;Danville-40 Cassady  US 127 and US 150 ,Bus and RV Parking,(859)936-7792
-84.60262;38.685422;KY Cracker Barrel;Dry Ridge-1131 Fashion Ridge Road  I-75 Exit #159 ,Bus and RV Parking,(859) 823-0273
-85.832362;37.710765;KY Cracker Barrel;Elizabethtown-1047 Executive Dr  I-65 Exit #94 ,(270) 765-5525
-84.633261;39.015657;KY Cracker Barrel;Florence-7399 Turfway Road  I-75 Exit #182 ,Bus and RV Parking,(859) 283-0101
-84.812232;38.17123;KY Cracker Barrel;Frankfort-161 Bizzack Blvd I-64 and Hwy 60 ,Bus and RV Parking,(502) 848-4035
-86.557787;36.667601;KY Cracker Barrel;Franklin-155 Steele Road  I-65 Exit #2 ,Bus and RV Parking,(270) 598-8812
-84.540189;38.220475;KY Cracker Barrel;Georgetown-1454 Cherry Blossom Way  I-75 Exit #126 ,Bus and RV Parking,(502) 863-5670
-87.56459;37.861065;KY Cracker Barrel;Henderson-2130 U.S. 60 East ,(270) 826-5482
-85.539165;38.220902;KY Cracker Barrel;Jeffersontown-1401 Kentucky Mills Dr  I-64 Exit #17 ,Bus and RV Parking,(502) 266-8895
-85.374563;38.402016;KY Cracker Barrel;LaGrange-1414 East Crystal Dr  I-71 Exit #22 ,Bus and RV Parking,(502) 222-1156
-84.481848;38.10122;KY Cracker Barrel;Lexington-1927 Stanton Way  I-75 Exit #115 ,Bus and RV Parking,(859) 233-7684
-84.422894;38.04479;KY Cracker Barrel;Lexington-2220 Elkhorn Road  I-75 Exit #110 ,Bus and RV Parking,(859) 293-2555
-84.113883;37.150572;KY Cracker Barrel;London-80 Alamo Dr  I-75 Exit #41 ,Bus and RV Parking,(606) 864-3102
-85.581267;38.144141;KY Cracker Barrel;Louisville(Fern Creek)-10150 Brookridge Village Blvd.  I-265 Exit #17 ,Bus and RV Parking,(502) 231-4663
-85.87493;38.095389;KY Cracker Barrel;Louisville-11000 Dixie Highway I-265 & US HWY 31W,(502) 995-2605
-85.750791;38.205651;KY Cracker Barrel;Louisville-2701 Crittenden Dr  I-65 Exit #132-S/133A ,Bus and RV Parking,(502) 636-2263
-87.472179;37.326813;KY Cracker Barrel;Madisonville-1780 E. Center St ,Bus and RV Parking,(270) 821-5444
-83.703923;36.620115;KY Cracker Barrel;Middlesboro-1049 N 12th St,(606) 248-7011 
-83.476122;38.187099;KY Cracker Barrel;Morehead-1698 Flemingsburg Rd I-64 & HWY 32, (606) 784-2545
-83.952026;38.076204;KY Cracker Barrel;Mt. Sterling-110 Stone Trace Dr  I-64 Exit #110 ,Bus and RV Parking,(859) 499-0200
-88.314855;36.620361;KY Cracker Barrel;Murray-650 North 12th St ,Bus and RV Parking,(270) 762-0081
-84.549322;37.931953;KY Cracker Barrel;Nicholasville-4089 Lexington Rd ,(859) 273-1344
-87.12468;37.71454;KY Cracker Barrel;Owensboro-5311 Frederica St ,Bus and RV Parking,(270) 684-4118
-88.683257;37.077895;KY Cracker Barrel;Paducah-5035 Hinkleville Road  I-24 Exit #4 ,(270) 443-9331
-84.312239;37.769071;KY Cracker Barrel;Richmond-1797 Lexington Road  I-75 Exit #90 ,(859) 623-0037
-85.211163;38.189423;KY Cracker Barrel;Shelbyville-1565 Mt. Eden Road  I-64 Exit #35 ,Bus and RV Parking,(502) 633-9945
-85.696422;38.064763;KY Cracker Barrel;Shepherdsville-275 Brenton Way  I-65 Exit #121 ,Bus and RV Parking,(502) 955-4008
-84.620717;37.065492;KY Cracker Barrel;Somerset-1899 South Highway 27 ,Bus and RV Parking,(606) 451-9944
-92.520167;31.345556;LA Cracker Barrel;Alexandria-6108 West Calhoun Dr  I-49 Exit #90 ,Bus and RV Parking,(318) 767-0500
-91.074867;30.425999;LA Cracker Barrel;Baton Rouge-10250 Plaza Americana Dr  I-12 Exit #2B ,Bus and RV Parking,(225) 926-1328
-90.130462;30.444452;LA Cracker Barrel;Covingtion-8001 Pinnacle Pkwy I-12 and Hwy 21 ,(985) 893-0151
-90.95096;30.213738;LA Cracker Barrel;Gonzales-2313 South Tanger Blvd  I-10 Exit #177 ,Bus and RV Parking,(225) 647-5277
-90.500802;30.50347;LA Cracker Barrel;Hammond-201 Westin Oaks Dr  I-55 Exit #31 ,Bus and RV Parking,(985) 542-1828
-92.035718;30.249201;LA Cracker Barrel;Lafayette-116 Alcide Dominique Dr  I-10 Exit #101 ,Bus and RV Parking,(337) 233-4220
-93.868808;32.449034;LA Cracker Barrel;Shreveport-6251 Westport Ave  I-20 Exit #10 ,Bus and RV Parking,(318) 688-6080
-89.7611;30.255472;LA Cracker Barrel;Slidell-790 I-10 East Service Rd  I-10 Exit #266 ,Bus and RV Parking,(985) 645-9631
-93.326122;30.213602;LA Cracker Barrel;Sulphur-2490 S Cities Service Hwy  I-10 Exit #23 ,Bus and RV Parking,(337) 626-9500
-92.16085;32.507565;LA Cracker Barrel;West Monroe-309 Constitution Dr  I-20 Exit #114 ,Bus and RV Parking,(318) 325-5505
-72.6417;42.1771;MA Cracker Barrel;Holyoke-227 Whiting Farms Rd  I-91 Exit #15 ,Bus and RV Parking,(413) 493-1831
-72.0675;42.1159;MA Cracker Barrel;Sturbridge-215 Charlton Road  I-84 Exit #3A ,Bus and RV Parking,(508) 347-8925
-71.235037;42.642755;MA Cracker Barrel;Tewksbury-1795 Andover St  I-495 Exit #39 ,(978) 858-3717
-71.346689;42.037183;MA Cracker Barrel;Wrentham-1048 South St Suite 40  I-495 Exit #15 ,(508) 384-0477
-76.251824;39.481977;MD Cracker Barrel;Bel Air-1440 Handlir Dr  I-95 Exit #80 ,Bus and RV Parking,(410) 272-4778
-76.5106041;38.3001266;MD Cracker Barrel;California-45315 Abell House Lane SR 235 & Shady Mile Road,(301) 866-1633
-75.804516;39.63736;MD Cracker Barrel;Elkton-300 Belle Hill Road  I-95 Exit #109 ,Bus and RV Parking,(410) 620-4500
-77.407565;39.375802;MD Cracker Barrel;Frederick-7408 Shockley Dr  I-270  Exit #31B ,Bus and RV Parking,(301) 682-4405
-77.730584;39.600968;MD Cracker Barrel;Hagerstown-18214 Col. Henry K. Douglas Dr  I-70 Exit #29 ,Bus and RV Parking,(240) 420-0955
-76.679209;39.209446;MD Cracker Barrel;Linthicum HTS-1520 W Nursery Rd, (410) 859-8724
-76.309469;38.975592;MD Cracker Barrel;Stevensville 115 Blue Jay Court ,Bus and RV Parking,(410) 643-3841
-76.927648;38.608918;MD Cracker Barrel;Waldorf-3742 Crain Hwy at Hwy 301 and Smallwood Dr ,Bus and RV Parking,(301) 464-7650
-70.33773;43.634315;ME Cracker Barrel;Portland-357 Maine Mall Rd I-95 ,(207) 773-7530
-85.201985;42.261046;MI Cracker Barrel;Battle Creek-4765 Beckley Rd  I-94 Exit #97 ,Bus and RV Parking,(269) 979-3900
-83.936605;43.623985;MI Cracker Barrel;Bay City-2854 E. Wilder Rd  I-75 Exit #164 ,Bus and RV Parking,(989) 671-9905
-83.487844;42.221331;MI Cracker Barrel;Belleville-45525 N I-94 Service Rd  I-94 Exit #190 ,Bus and RV Parking,(734) 697-5299
-83.864927;43.350832;MI Cracker Barrel;Bridgeport-6450 Dixie Hwy  I-75 Exit #144 ,Bus and RV Parking,(989) 777-8443
-83.794787;42.55135;MI Cracker Barrel;Brighton-7925 Conference Center Dr  I-96 Exit #145 ,Bus and RV Parking,(810) 220-4977
-83.765023;43.064224;MI Cracker Barrel;Flint-4140 Pier North Blvd  I-75 Exit #122 ,Bus and RV Parking,(810) 230-0019
-85.781064;42.886452;MI Cracker Barrel;Grandville-4340 Kenowa Ave  I-196 Exit #67 ,Bus and RV Parking,(616) 457-7219
-84.452888;42.268172;MI Cracker Barrel;Jackson-2494 Airport Rd  I-94 Exit #137 ,Bus and RV Parking,(517) 783-5300
-85.677316;42.234933;MI Cracker Barrel;Kalamazoo-5581 South 9th St  I-94 Exit #72 ,Bus and RV Parking,(269) 372-9698
-84.673407;42.739791;MI Cracker Barrel;Lansing-608 Commercial Dr  I-96 Exit #93 ,Bus and RV Parking,(517) 627-7755
-83.364014;41.923446;MI Cracker Barrel;Monroe-1101 Ternes Dr  I-75 Exit #15 ,Bus and RV Parking,(734) 243-0721
-84.433894;42.681305;MI Cracker Barrel;Okemos-2285 Woodlake Dr  I-96 Exit #110 ,(517) 381-1511
-82.453801;42.992723;MI Cracker Barrel;Port Huron-2303 Water St  I-94 Exit #274 ,Bus and RV Parking,(810) 982-1166
-82.908836;42.522326;MI Cracker Barrel;Roseville-30750 Little Mack Rd  I-94 Exit #232 ,Bus and RV Parking,(586) 293-5066
-86.515747;42.032362;MI Cracker Barrel;Stevensville-2525 W Marquette Woods Rd  I-94 Exit #23 ,Bus and RV Parking,(269) 428-0550
-85.6478;44.7186;MI Cracker Barrel;Traverse City-3620 N Country Dr ,Bus and RV Parking,(231) 933-9244
-93.287528;44.70021;MN Cracker Barrel;Lakeville-17189 Kenyon Ave  I-35 Exit #85 ,Bus and RV Parking,(952) 898-5151
-92.771412;36.785562;MO Cracker Barrel;Branson-3765 W SR 76 ,Bus and RV Parking,(417) 335-3003
-89.574012;37.301206;MO Cracker Barrel;Cape Girardeau-3261 Williams St  I-55 Exit #96 ,Bus and RV Parking,(573) 651-4000
-92.285832;38.963861;MO Cracker Barrel;Columbia-3304 Clark Ln  I-70 Exit #128A ,Bus and RV Parking,(573) 474-9977
-90.465894;38.54212;MO Cracker Barrel;Fenton-1050 South Hwy Dr  I-44 Exit #274 ,Bus and RV Parking,(636) 349-3335
-90.265585;38.768459;MO Cracker Barrel;Ferguson-10915 New Halls Ferry Rd  I-270 Exit #30 ,Bus and RV Parking,(314) 868-7080
-90.397879;38.255238;MO Cracker Barrel;Herculaneum-1193 Scenic Dr  I-55 Exit #178 ,Bus and RV Parking,(636) 479-7050
-94.387463;39.045449;MO Cracker Barrel;Independence-4110 S. Lee's Summit Rd  I-70 Exit #14 ,Bus and RV Parking,(816) 373-3341
-94.480482;37.042749;MO Cracker Barrel;Joplin-4010 Richard Jeseph Blvd  I-44 Exit #8A ,Bus and RV Parking,(417) 782-9696
-94.672097;39.272805;MO Cracker Barrel;Kansas City-7920 NW Tiffany Springs Pkwy  I-29 Exit #10 ,Bus and RV Parking,(816) 880-9171
-94.459947;39.241526;MO Cracker Barrel;Kansas City-8225 North Church Rd  I-35 Exit #16 ,Bus and RV Parking,(816) 781-1444
-90.700173;38.715673;MO Cracker Barrel;O'Fallon-120 Progress Point Ct  I-64 Exit #9 ,Bus and RV Parking,(636) 329-9401
-93.25926;37.249039;MO Cracker Barrel;Springfield-2858 N Glenstone Ave  I-44 Exit #80A ,Bus and RV Parking,(417) 831-4600
-90.564863;38.792196;MO Cracker Barrel;St. Charles-901 Veterans Memorial Pky  I-70 Exit #229 ,Bus and RV Parking,(636) 947-6566
-94.794685;39.773953;MO Cracker Barrel;St. Joseph-915 N. Woodbine Rd  I-29 Exit #47 ,Bus and RV Parking,(816) 279-5191
-90.372288;38.46279;MO Cracker Barrel;St. Louis-6233 Heimos Industrial Park Dr  I-55 Exit #193 ,Bus and RV Parking,(314) 416-8880
-92.144834;37.826446;MO Cracker Barrel;St. Robert-128 St. Roberts Blvd  I-44 Exit #161 ,Bus and RV Parking,(573) 336-7273
-91.16979;38.211122;MO Cracker Barrel;Sullivan-701 W. Springfield Rd  I-44 Exit #225 ,Bus and RV Parking,(573) 468-5595
-89.924038;34.310345;MS Cracker Barrel;Batesville-225 Lakewood Dr  I-55 Exit #243 ,Bus and RV Parking,(662) 563-6363
-90.473067;31.578243;MS Cracker Barrel;Brookhaven-1207 Hampton Dr  I-55 Exit #40 ,Bus and RV Parking,(601) 823-6800
-89.093542;30.436968;MS Cracker Barrel;Gulfport-15255 Crossroads Pkwy  I-10 Exit #34 ,(228) 831-1622
-89.34788;31.353619;MS Cracker Barrel;Hattiesburg-6659 US 49  I-59 Exit #67A ,Bus and RV Parking,(601) 296-7950
-90.001795;34.964425;MS Cracker Barrel;Horn Lake-706 Desoto Cove  I-55 Exit #289 ,Bus and RV Parking,(662) 349-4203
-90.14492;32.386218;MS Cracker Barrel;Jackson-6020 I-55 N  I-55 Exit #102B ,Bus and RV Parking,(601) 977-1055
-88.689592;32.369084;MS Cracker Barrel;Meridian-609 Highway 11 E  I-20 Exit #154 ,Bus and RV Parking,(601) 482-3003
-88.528484;30.439828;MS Cracker Barrel;Moss Point-6805 SR 63 N  I-10 Exit #69 ,Bus and RV Parking,(228) 475-8856
-90.137597;32.267081;MS Cracker Barrel;Pearl-410 Riverwind Dr  I-20 Exit #48 ,Bus and RV Parking,(601) 936-9990
-88.696704;34.316116;MS Cracker Barrel;Saltillo-1270 Cross Creek Dr  US Hwy 45 ,Bus and RV Parking,(662) 620-0820
-90.84224;32.341468;MS Cracker Barrel;Vicksburg-4001 S. Frontage Rd  I-20 Exit #4A-E 5B-W ,Bus and RV Parking,(601) 636-2115
-108.559064;45.747029;MT Cracker Barrel;Billings-5620 South Frontage Rd  I-90 Exit #446 ,Bus and RV Parking,(406) 254-9403
-114.035025;46.916011;MT Cracker Barrel;Missoula-2929 Expo Pkwy  I-90 Exit #101 ,Bus and RV Parking,(406) 721-9820
-82.534731;35.59688;NC Cracker Barrel;Asheville-34 Tunnel Rd  I-240 Exit #6 ,(828) 350-7531
-82.63582;35.561791;NC Cracker Barrel;Asheville-5 Crowell Rd  I-40 Exit #44 ,Bus and RV Parking,(828) 665-2221
-81.660776;36.20072;NC Cracker Barrel;Boone-1601 Blowing Rock Rd,Bus and RV Parking,(828) 264-4425
-79.495321;36.06896;NC Cracker Barrel;Burlington-850 Huffman Mill Rd  I-85 I-40 Exit #141 ,Bus and RV Parking,(336) 584-3833
-80.917937;35.240467;NC Cracker Barrel;Charlotte-3203 Queen City Dr  I-85 Exit #33 ,(704) 393-2670
-80.386182;36.032539;NC Cracker Barrel;Clemmons-6420 Sessions Ct  I-40 Exit #184 ,Bus and RV Parking,(336) 712-9880
-80.587367;35.462646;NC Cracker Barrel;Concord-1175 Copperfield Blvd NE  I-85 Exit #60 ,Bus and RV Parking,(704) 792-0277
-80.712404;35.366379;NC Cracker Barrel;Concord-7809 Lyles Ln NW  I-85 Exit #49 ,Bus and RV Parking,(704) 979-0404
-78.598394;35.296657;NC Cracker Barrel;Dunn-1102 E Cumberland St  I-95 Exit #73 ,Bus and RV Parking,(910) 892-7814
-78.955312;36.024646;NC Cracker Barrel;Durham-3703 Hillsborough Rd  I-85 Exit #173 ,Bus and RV Parking,(919) 309-2888
-78.954354;35.083692;NC Cracker Barrel;Fayetteville-1470 Skibo Rd, (910) 764-0225
-78.822025;35.008875;NC Cracker Barrel;Fayetteville-1625 Jim Johnson Rd  I-95 Exit #49 ,Bus and RV Parking,(910) 323-2025
-82.40998;35.296494;NC Cracker Barrel;Flat Rock-105 Commercial Blvd  I-26 Exit #53 ,Bus and RV Parking,(828) 692-5560
-82.537702;35.445178;NC Cracker Barrel;Fletcher(Arden)-344 Rockwood Rd  I-26 Exit #40 ,(828) 684-2740
-78.561567;35.60795;NC Cracker Barrel;Garner-5199 SR 42 W  I-40 Exit #312 ,Bus and RV Parking,(919) 661-4044
-81.147574;35.269094;NC Cracker Barrel;Gastonia-1821 Remount Rd  I-85 Exit #20 ,(704) 866-7069
-81.150075;35.270731;NC Cracker Barrel;Greensboro-3701 Elmsley Ct  I-85 Exit #124 ,Bus and RV Parking,(336) 274-1853
-79.896339;36.057325;NC Cracker Barrel;Greensboro-4402 Landview Dr  I-40 Exit #214 ,Bus and RV Parking,(336) 294-0911
-77.400506;35.572082;NC Cracker Barrel;Greenville-710 SW Greenville Blvd ,Bus and RV Parking,(252) 355-1662
-78.452131;36.321006;NC Cracker Barrel;Henderson-1002 Ruin Creek Rd  I-85 Exit #212 ,Bus and RV Parking,(252) 431-9111
-81.317496;35.713085;NC Cracker Barrel;Hickory-1250 11th St Ct SE  I-40 Exit #125 ,Bus and RV Parking,(828) 261-0508
-77.399223;34.785097;NC Cracker Barrel;Jacksonville-1260 Western Blvd ,(910) 989-2625
-80.809172;36.238799;NC Cracker Barrel;Jonesville-1717 SR 67  I-77 Exit #82 ,Bus and RV Parking,(336) 835-6011
-80.258619;35.782732;NC Cracker Barrel;Lexington-12 Plaza Pkwy  I-85 Exit #91 ,Bus and RV Parking,(336) 242-1212
-79.018329;34.639496;NC Cracker Barrel;Lumberton-3375 Lackey St  I-95 Exit #20 ,Bus and RV Parking,(910) 738-1481
-80.717299;35.138966;NC Cracker Barrel;Matthews- 9330 E Independence Blvd ,(704) 321-2261
-79.296688;36.067478;NC Cracker Barrel;Mebane-135 Spring Forrest Dr  I-40 I-85 Exit #153 ,Bus and RV Parking,(919) 304-9932
-80.861656;35.595044;NC Cracker Barrel;Mooresville-123 Regency Center Dr  I-77 Exit #36 ,Bus and RV Parking,(704) 660-6314
-78.823074;35.858457;NC Cracker Barrel;Morrisville-955 Airport Blvd  I-40 Exit #284 ,Bus and RV Parking,(919) 463-9222
-77.631759;36.431125;NC Cracker Barrel;Roanoke Rapids-1918 Julian R. Allsbrook Hwy  I-95 Exit #173 ,Bus and RV Parking,(252) 535-1747
-77.843697;35.976153;NC Cracker Barrel;Rocky Mount-238 Enterprise Dr  I-95 Exit #138 ,(252) 443-0679
-80.464175;35.663275;NC Cracker Barrel;Salisbury-1070 Freeland Dr  I-85 Exit #76 ,Bus and RV Parking,(704) 878-0366
-79.132051;35.448472;NC Cracker Barrel;Sanford-3212 NC-87 S ,Bus and RV Parking,(919) 718-0033
-78.31225;35.509471;NC Cracker Barrel;Smithfield-1109 Industrial Park Dr  I-95 Exit #95 ,Bus and RV Parking,(919) 989-2140
-79.418885;35.15998;NC Cracker Barrel;Southern Pines-10975 US Hwy 15-501 ,(910) 246-2024
-80.872561;35.80844;NC Cracker Barrel;Statesville-1043 Glenway Dr  I-40 Exit #151 ,Bus and RV Parking,(704) 878-0366
-77.87275;34.244167;NC Cracker Barrel;Wilmington-21 Van Campen Blvd ,Bus and RV Parking,(910) 794-1162
-78.007224;35.764784;NC Cracker Barrel;Wilson-5006 Hayes Place W  I-95 Exit #121 ,Bus and RV Parking,(252) 234-7600
-100.818465;46.828754;ND Cracker Barrel;Bismarck-1685 N. Grandview Ln  I-94 Exit #157 ,Bus and RV Parking,(701) 223-2785
-96.68101;40.879298;NE Cracker Barrel;Lincoln-6700 North 27th St  I-80 Exit #403 ,Bus and RV Parking,(402) 476-4901
-96.136465;41.164795;NE Cracker Barrel;West Omaha-9409 S. 142nd St  I-80 Exit #440 ,Bus and RV Parking,(402) 891-8665
-71.340359;42.870306;NH Cracker Barrel;Londonderry-16 Nashua Road  I-93 Exit #4 ,Bus and RV Parking,(603) 434-8804
-74.91899;40.629718;NJ Cracker Barrel;Clinton-6 Frontage Dr  I-78 Exit #15 ,Bus and RV Parking,(908) 713-9205
-74.637916;40.197937;NJ Cracker Barrel;Hamilton Township-825 Marketplace Blvd  I-195  Exit #5A ,(609) 581-5462
-74.633814;40.900085;NJ Cracker Barrel;Mt. Arlington-172 Howard Blvd  I-80 Exit #30 ,Bus and RV Parking,(973) 398-8404
-74.814652;40.028793;NJ Cracker Barrel;Mt. Holly-110 Hancock Ln ,Bus and RV Parking,(609) 265-9133
-74.9477;39.9195;NJ Cracker Barrel;Mt. Laurel-1240 Route 73 ,Bus and RV Parking,(856) 778-8900
-75.495106;39.67702;NJ Cracker Barrel;Pennsville-427 North Broadway  I-295 Exit #1 ,Bus and RV Parking,(856) 299-1771
-106.58616;35.15908;NM Cracker Barrel;Albuquerque-5200 San Antonio Dr  I-25 Exit #231 ,Bus and RV Parking,(505) 821-8777
-106.702745;35.11826;NM Cracker Barrel;Albuquerque-5700 Redlands Road N.W.  I-40 Exit #155 ,(505) 352-5430
-108.751256;35.529154;NM Cracker Barrel;Gallup-1480 West Maloney  I-40 Exit #20 ,Bus and RV Parking,(505) 726-2992
-106.788214;32.289817;NM Cracker Barrel;Las Cruces-1490 Hickory Dr  I-10 Exit #140 ,Bus and RV Parking,(505) 647-0067
-75.904916;42.131525;NY Cracker Barrel;Binghamton-876 Front St  I-81 Exit #5 ,Bus and RV Parking,(607) 722-5006
-76.115406;43.178956;NY Cracker Barrel;Cicero-8400 Pardee Rd  I-81 Exit #30 ,Bus and RV Parking,(315) 698-4311
-73.769704;42.861677;NY Cracker Barrel;Clifton Park-4 Tower Way  I-87 Exit #9 ,Bus and RV Parking,(518) 373-8156
-73.700237;42.625051;NY Cracker Barrel;East Greenbush-122 Troy Rd  I-90 Exit #9 ,Bus and RV Parking,(518) 479-3646
-73.892439;41.529411;NY Cracker Barrel;Fishkill-4 Merritt Blvd  I-84 Exit #13 ,Bus and RV Parking,(845) 896-4194
-77.625816;43.072971;NY Cracker Barrel;Henrietta-2075 Hylan Dr  I-390 Exit #13 ,Bus and RV Parking,(585) 321-3230
-76.8632;42.158198;NY Cracker Barrel;Horseheads-1740 County Route ,64 (607) 796-5950
-75.94246;43.98747;NY Cracker Barrel;Watertown-1289 Coffeen St  I-81 Exit #46 ,Bus and RV Parking,(315) 782-2460
-78.696012;42.95082;NY Cracker Barrel;Williamsville-6643 Transit Rd  I-90 Exit #49 ,Bus and RV Parking,(716) 635-9542
-80.77296;41.122921;OH Cracker Barrel;Austintown-5600 Interstate Blvd  I-80 Exit #223 ,Bus and RV Parking,(330) 652-7227
-81.758959;41.420602;OH Cracker Barrel;Brooklyn-5100 Tiedeman Rd  I-480 Exit #13 ,Bus and RV Parking,(216) 898-1822
-81.5754;40.00124;OH Cracker Barrel;Cambridge-2329 Southgate Pkwy  I-70 Exit #178 ,Bus and RV Parking,(740) 439-4599
-84.108815;39.659516;OH Cracker Barrel;Centerville-5770 Wilmington Pike  I-675 Exit #7 ,Bus and RV Parking,(937) 432-2431
-84.312901;39.294429;OH Cracker Barrel;Cincinnati-4902 Fields Ertel Rd  I-71 Exit #19 ,Bus and RV Parking,(513) 683-5446
-83.14589;39.9792;OH Cracker Barrel;Columbus-1313 Hilliard-Rome Rd  I-70 Exit #91 ,Bus and RV Parking,(614) 878-2027
-81.649241;41.133391;OH Cracker Barrel;Copley-76 Rothrock Loop  I-77 Exit #137 ,Bus and RV Parking,(330) 666-0279
-84.192524;39.851211;OH Cracker Barrel;Dayton-7171 Miller Ln  I-75 Exit #59 ,Bus and RV Parking,(937) 890-0047
-83.669929;41.059261;OH Cracker Barrel;Findlay-1031 Interstate Ct  I-75 Exit #159 ,Bus and RV Parking,(419) 425-2008
-84.525525;39.2968;OH Cracker Barrel;Forest Park-11993 Chase Plaza  I-275 Exit #39 ,Bus and RV Parking,(513) 648-9655
-83.053368;39.876579;OH Cracker Barrel;Grove City-4210 Marlane Dr  I-71 Exit #100 ,Bus and RV Parking,(614) 871-1444
-84.795619;39.259677;OH Cracker Barrel;Harrison-615 Ring Rd  I-74 Exit #1 ,Bus and RV Parking,(513) 202-1400
-84.074191;40.726985;OH Cracker Barrel;Lima-1930 Roschmann Dr  I-75 Exit #125 ,Bus and RV Parking,(419) 222-0055
-82.51094;40.693714;OH Cracker Barrel;Mansfield-100 Stander Ave  I-71 Exit #169 ,Bus and RV Parking,(419) 774-9800
-83.680735;41.579158;OH Cracker Barrel;Maumee-1395 Ford St  I-475 Exit #6 ,(419) 482-6096
-84.329295;39.492003;OH Cracker Barrel;Middletown-3280 Towne Blvd  I-75 Exit #32 ,Bus and RV Parking,(513) 727-4727
-84.269423;39.162;OH Cracker Barrel;Milford-475 River's Edge Dr  I-275 Exit #59 ,Bus and RV Parking,(513) 831-6635
-81.433145;40.881718;OH Cracker Barrel;North Canton-6940 Sunset Strip Ave. NW  I-77 Exit #111 ,Bus and RV Parking,(330) 966-1144
-83.598682;41.551673;OH Cracker Barrel;Perrysburg-27491 Helen Dr  I-75 Exit #193 ,Bus and RV Parking,(419) 874-7481
-82.790293;39.931777;OH Cracker Barrel;Pickerington-1860 Winderly Ln  I-70 Exit #112 ,Bus and RV Parking,(614) 759-7799
-84.224811;40.151479;OH Cracker Barrel;Piqua-980 E. Ash St  I-75 Exit #82 ,Bus and RV Parking,(937) 773-6605
-81.243092;41.107756;OH Cracker Barrel;Rootstown-4367 State Route 44  I-76 Exit #38 ,Bus and RV Parking,(330) 325-9970
-82.671767;41.41749;OH Cracker Barrel;Sandusky-4216 Milan Rd ,Bus and RV Parking,(419) 626-6125
-84.43774;39.26839;OH Cracker Barrel;Sharonville-2255 Sharon Rd  I-75 Exit #15 ,Bus and RV Parking,(513) 771-3207
-82.080389;41.425737;OH Cracker Barrel;Sheffield-5205 Detroit Rd  I-90 Exit #148 ,Bus and RV Parking,(440) 934-7777
-83.81367;39.89385;OH Cracker Barrel;Springfield-105 Leffel Ln  I-70 Exit #54 ,Bus and RV Parking,(937) 325-8221
-80.86345;40.06947;OH Cracker Barrel;St. Clairsville-67781 Mall Rd  I-70 Exit #218 ,Bus and RV Parking,(740) 699-2662
-82.93509;40.26632;OH Cracker Barrel;Sunbury-60 Fourwinds Dr  I-71 Exit #131 ,Bus and RV Parking,(740) 362-2270
-81.45397;41.312229;OH Cracker Barrel;Twinsburg-2371 E Aurora Rd  I-480 Exit #36 ,Bus and RV Parking,(330) 405-0727
