state_name;county_name;state_fips;county_fips;age_adjusted_percent;age_adjusted_percent_sd;age_adjusted_percent_95l;age_adjusted_percent_p5u;est_percent;percent_sd;percent_95l;percent_95u;estimated_total;estimated_total_sd;estimated_total_95l;estimated_total_95h;v1;v2;obesity_bin;obesity_category;cty_name_2;state_2;elevation;long;lat
NEW MEXICO;Taos;35;55;16.2;1.9;12.7;20.3;16.1;1.8;12.7;19.9;3932;440;3111;4870;;;1;0;Taos;New Mexico;32937;36.433447;-105.609376
NEW MEXICO;Torrance;35;57;23;3.1;17.4;29.7;23;3.1;17.4;29.5;2775;370;2103;3563;;;1;0;Torrance;New Mexico;16383;34.867124;-106.100997
NEW MEXICO;Union;35;59;22.6;4.2;15.5;31.6;22.3;4;15.5;30.8;633;113;440;875;;;1;0;Union;New Mexico;4549;36.455575;-103.262118
NEW MEXICO;Valencia;35;61;26.5;2.2;22.5;31;26.5;2.1;22.6;30.9;13690;1100;11670;15960;;;2;1;Valencia;New Mexico;76569;34.752149;-106.722542
NEW YORK;Albany;36;1;25.6;2.1;21.7;30;25.7;2.1;21.8;30;57870;4694;49170;67630;;;2;0;Albany;New York;304204;42.678976;-73.81304
NEW YORK;Allegany;36;3;26.2;3.3;20.4;33.4;26.3;3.3;20.5;33.3;9594;1196;7489;12150;;;2;0;Allegany;New York;48946;42.228245;-78.019297
NEW YORK;Bronx;36;5;28.3;2;24.7;32.4;28.4;2;24.7;32.5;271800;18840;236600;310400;;;3;2;Bronx;New York;1385108;40.849354;-73.882363
NEW YORK;Broome;36;7;27.9;2.4;23.4;33;28.1;2.4;23.8;33;41550;3477;35190;48800;;;3;2;Broome;New York;200600;42.121306;-75.934245
NEW YORK;Cattaraugus;36;9;28.8;3.2;23.1;35.4;29;3.1;23.3;35.3;17180;1825;13820;20940;;;3;2;Cattaraugus;New York;80317;42.224267;-78.607656
NEW YORK;Cayuga;36;11;24.5;3.1;19;31;24.7;3;19.3;31.1;15060;1833;11740;18950;;;1;0;Cayuga;New York;80026;42.93537;-76.560044
NEW YORK;Chautauqua;36;13;29.9;2.9;24.7;35.9;30;2.8;24.9;35.8;30160;2787;25070;35950;;;3;3;Chautauqua;New York;134905;42.246256;-79.314671
NEW YORK;Chemung;36;15;26.2;3;21.1;32.5;26.4;2.9;21.4;32.4;17510;1921;14170;21530;;;2;0;Chemung;New York;88830;42.118262;-76.813046
NEW YORK;Chenango;36;17;25.5;3.1;19.9;32.1;25.8;3;20.4;32.3;10030;1178;7909;12520;;;2;0;Chenango;New York;50477;42.481195;-75.570326
NEW YORK;Clinton;36;19;25.5;2.8;20.4;31.5;25.6;2.8;20.6;31.6;16270;1780;13050;20100;;;2;0;Clinton;New York;82128;44.730039;-73.545325
NEW YORK;Columbia;36;21;25.9;3;20.5;32.2;26.2;2.9;21;32.3;12530;1389;10050;15440;;;2;0;Columbia;New York;63096;42.273336;-73.681049
NEW YORK;Cortland;36;23;27.4;3.6;21.1;35.1;27.6;3.6;21.3;35.2;9816;1265;7588;12530;;;2;1;Cortland;New York;49336;42.59613;-76.145474
NEW YORK;Delaware;36;25;26.2;3.2;20.4;33;26.5;3.1;20.8;33;9364;1102;7356;11680;;;2;0;Delaware;New York;47980;42.244535;-74.993985
NEW YORK;Dutchess;36;27;26.4;2.3;22.1;31.1;26.7;2.3;22.5;31.4;58040;4889;48920;68140;;;2;1;Dutchess;New York;297488;41.681015;-73.839417
NEW YORK;Erie;36;29;26.5;1.5;23.6;29.6;26.7;1.4;24;29.6;182900;9804;164100;203100;;;2;1;Erie;New York;919040;42.889478;-78.792596
NEW YORK;Essex;36;31;25.1;3.2;19.6;32;25.2;3.1;19.7;32;7571;937;5931;9613;;;2;0;Essex;New York;39370;44.174474;-73.689906
NEW YORK;Franklin;36;33;27.7;3.3;21.8;34.8;27.8;3.3;22;35;11050;1307;8733;13910;;;3;1;Franklin;New York;51599;44.712835;-74.344365
NEW YORK;Fulton;36;35;27.3;3.5;20.9;34.8;27.4;3.5;21.1;34.8;11540;1454;8871;14610;;;2;1;Fulton;New York;55531;43.059172;-74.330346
NEW YORK;Genesee;36;37;27.9;3.3;21.9;34.9;28.2;3.3;22.4;35.1;12310;1418;9756;15320;;;3;2;Genesee;New York;60079;42.999625;-78.173095
NEW YORK;Greene;36;39;26.6;3.3;20.7;33.6;26.8;3.3;20.9;33.8;10080;1228;7867;12690;;;2;1;Greene;New York;49221;42.299303;-73.975873
NEW YORK;Hamilton;36;41;24.8;3.7;18.2;32.8;25.1;3.6;18.6;32.6;1031;149;765;1343;;;1;0;Hamilton;New York;4836;43.612034;-74.385121
NEW YORK;Herkimer;36;43;28.4;3.6;22.2;36.1;28.6;3.5;22.5;36;13570;1652;10690;17100;;;3;2;Herkimer;New York;64519;43.070536;-74.995034
NEW YORK;Jefferson;36;45;27.7;2.8;22.7;33.6;27.6;2.8;22.6;33.6;23810;2424;19430;28960;;;3;1;Jefferson;New York;116229;44.019125;-75.89664
NEW YORK;Kings;36;47;24.2;1.3;21.7;26.8;24.4;1.3;21.9;27;448800;23650;403100;496700;;;1;0;Kings;New York;2504700;40.650523;-73.954811
NEW YORK;Lewis;36;49;26.6;3.6;20.2;34.2;26.9;3.6;20.7;34.4;5310;701;4081;6788;;;2;1;Lewis;New York;27087;43.789217;-75.449321
NEW YORK;Livingston;36;51;28.4;3.5;22.2;35.8;28.7;3.4;22.5;36;13670;1643;10750;17170;;;3;2;Livingston;New York;65393;42.766358;-77.7642
NEW YORK;Madison;36;53;26.6;3.2;20.9;33.5;26.8;3.1;21.2;33.6;13790;1604;10910;17240;;;2;1;Madison;New York;73442;42.984471;-75.717386
NEW YORK;Monroe;36;55;28.2;1.6;25.2;31.6;28.4;1.6;25.5;31.6;153300;8471;137500;170700;;;3;2;Monroe;New York;744344;43.161503;-77.619988
NEW YORK;Montgomery;36;57;28.8;3.7;22.2;36.9;29.1;3.6;22.6;36.9;10660;1330;8301;13520;;;3;2;Montgomery;New York;50219;42.933549;-74.343088
NEW YORK;Nassau;36;59;20.7;1.3;18.2;23.3;21.3;1.2;19;23.8;213600;12310;190300;238700;;;1;0;Nassau;New York;1339532;40.716587;-73.602242
NEW YORK;New York;36;61;16.1;1;14.3;18.1;16.1;1;14.2;18.1;212300;13180;187200;238600;;;1;0;New York;New York;1585873;40.777958;-73.966303
NEW YORK;Niagara;36;63;26.7;2.5;22.1;31.9;26.9;2.4;22.4;31.9;43530;3960;36320;51650;;;2;1;Niagara;New York;216469;43.134704;-78.852109
NEW YORK;Oneida;36;65;26;2.4;21.7;30.9;26;2.3;21.8;30.6;45720;4011;38270;53800;;;2;0;Oneida;New York;234878;43.147454;-75.359106
NEW YORK;Onondaga;36;67;28.7;2.1;25;33;28.9;2;25.2;33;96480;6656;83980;110200;;;3;2;Onondaga;New York;467026;43.067188;-76.167442
NEW YORK;Ontario;36;69;28.1;3.1;22.5;34.4;28.2;3;22.7;34.4;22270;2341;17950;27110;;;3;2;Ontario;New York;107931;42.899374;-77.260129
NEW YORK;Orange;36;71;25.1;2.1;21.2;29.4;25.4;2.1;21.5;29.7;67700;5564;57330;79330;;;2;0;Orange;New York;372813;41.422034;-74.243059
NEW YORK;Orleans;36;73;28.5;3.7;22.1;36.7;28.8;3.7;22.5;36.9;9170;1167;7150;11750;;;3;2;Orleans;New York;42883;43.248317;-78.223294
NEW YORK;Oswego;36;75;29.7;3.1;24.1;36.4;30;3.1;24.4;36.7;26940;2801;21910;32900;;;3;3;Oswego;New York;122109;43.391821;-76.313145
NEW YORK;Otsego;36;77;27.3;3.2;21.6;34.1;27.5;3.2;21.8;34.2;13000;1491;10320;16180;;;2;1;Otsego;New York;62259;42.563531;-75.060062
NEW YORK;Putnam;36;79;26.6;3.1;21.1;33.2;27.4;3.1;21.8;34;20230;2291;16130;25110;;;2;1;Putnam;New York;99710;41.411282;-73.717247
NEW YORK;Queens;36;81;23.5;1.3;21;26.1;23.7;1.3;21.3;26.4;413700;22490;370600;459200;;;1;0;Queens;New York;2230722;40.721294;-73.833451
NEW YORK;Rensselaer;36;83;26.5;2.6;21.8;32;26.9;2.6;22.2;32.3;31310;3006;25810;37650;;;2;1;Rensselaer;New York;159429;42.699991;-73.629889
NEW YORK;Richmond;36;85;24.6;2.2;20.6;29.1;25;2.1;21;29.4;89660;7686;75360;105400;;;1;0;Richmond;New York;468730;40.588523;-74.137304
NEW YORK;Rockland;36;87;25;2.4;20.5;30.1;25.4;2.4;21;30.3;53220;4975;44040;63640;;;2;0;Rockland;New York;311687;41.127623;-74.019039
NEW YORK;Saratoga;36;91;25.4;2.3;21.2;30.1;25.7;2.3;21.6;30.4;42220;3731;35380;49860;;;2;0;Saratoga;New York;219607;43.008801;-73.785787
NEW YORK;Schenectady;36;93;27.1;2.8;22;32.8;27;2.7;22.1;32.6;30510;3047;24950;36740;;;2;1;Schenectady;New York;154727;42.809284;-73.946182
NEW YORK;Schoharie;36;95;25.9;3.4;19.8;33.1;26.1;3.3;20.1;33.2;6285;793;4843;7982;;;2;0;Schoharie;New York;32749;42.642508;-74.436027
NEW YORK;Schuyler;36;97;26;3.5;19.7;33.4;26.3;3.4;20.1;33.4;3789;496;2894;4824;;;2;0;Schuyler;New York;18343;42.387815;-76.869122
NEW YORK;Seneca;36;99;29.7;3.9;22.9;37.8;29.9;3.8;23.2;38;7904;1010;6117;10020;;;3;3;Seneca;New York;35251;42.827354;-76.828521
NEW YORK;St. Lawrence;36;89;29.5;3;24;35.7;29.6;3;24.1;35.7;24230;2429;19780;29250;;;3;3;St. Lawrence;New York;111944;44.651458;-75.149708
NEW YORK;Steuben;36;101;28.8;3.1;23.2;35.4;29.1;3;23.6;35.5;21200;2188;17180;25850;;;3;2;Steuben;New York;98990;42.266288;-77.320329
NEW YORK;Suffolk;36;103;24.2;1.4;21.7;27;24.7;1.3;22.2;27.3;271700;14390;244600;301100;;;1;0;Suffolk;New York;1493350;40.821924;-73.113775
NEW YORK;Sullivan;36;105;25.4;3;20.1;31.8;25.7;2.9;20.4;31.9;14660;1662;11620;18220;;;2;0;Sullivan;New York;77547;41.700086;-74.707459
NEW YORK;Tioga;36;107;28.1;3.4;21.9;35.3;28.4;3.3;22.3;35.3;10740;1240;8446;13360;;;3;2;Tioga;New York;51125;42.12098;-76.297151
NEW YORK;Tompkins;36;109;24.6;2.6;19.8;29.9;24.4;2.7;19.5;29.9;18540;2027;14820;22730;;;1;0;Tompkins;New York;101564;42.460259;-76.477416
NEW YORK;Ulster;36;111;27.4;2.6;22.8;32.8;27.8;2.5;23.2;33.1;38720;3536;32280;46060;;;2;1;Ulster;New York;182493;41.841064;-74.100745
NEW YORK;Warren;36;113;28.3;3.2;22.5;34.9;28.7;3.2;22.9;35.1;14660;1612;11710;17950;;;3;2;Warren;New York;65707;43.396992;-73.714626
NEW YORK;Washington;36;115;26.5;3.2;20.7;33.1;26.7;3.1;20.9;33.2;12900;1510;10130;16040;;;2;1;Washington;New York;63216;43.290255;-73.458693
NEW YORK;Wayne;36;117;28;3.1;22.4;34.8;28.3;3.1;22.8;34.9;19230;2080;15470;23680;;;3;2;Wayne;New York;93772;43.143734;-77.126682
NEW YORK;Westchester;36;119;18.7;1.4;16.1;21.5;19;1.3;16.5;21.7;132600;9316;115000;151900;;;1;0;Westchester;New York;949113;41.040536;-73.804532
NEW YORK;Wyoming;36;121;26.5;3.3;20.6;33.6;26.7;3.3;20.8;33.8;8695;1069;6776;11010;;;2;1;Wyoming;New York;42155;42.725754;-78.218884
NEW YORK;Yates;36;123;23.3;3.1;17.9;30.1;23.5;3;18.1;30;4221;548;3247;5395;;;1;0;Yates;New York;25348;42.633657;-77.078037
NORTH CAROLINA;Alamance;37;1;31.4;1.8;28.1;35.1;31.4;1.7;28.2;34.9;34030;1839;30570;37820;;;4;4;Alamance;North Carolina;151131;36.071263;-79.414193
NORTH CAROLINA;Alexander;37;3;28.5;3.3;22.6;35.3;28.6;3.2;22.9;35.3;7892;884;6325;9737;;;3;2;Alexander;North Carolina;37198;35.890299;-81.191638
NORTH CAROLINA;Alleghany;37;5;27.2;3.2;21.4;34;26.7;3;21.2;32.9;2314;262;1839;2857;;;2;1;Alleghany;North Carolina;11155;36.498332;-81.105731
NORTH CAROLINA;Anson;37;7;33;3.4;27;40.3;33;3.4;27.1;40.1;6296;640;5163;7644;;;5;5;Anson;North Carolina;26948;34.972824;-80.110145
NORTH CAROLINA;Ashe;37;9;24.7;2.5;20.3;29.9;24.4;2.3;20.2;29.2;4939;463;4090;5894;;;1;0;Ashe;North Carolina;27281;36.415077;-81.489759
NORTH CAROLINA;Avery;37;11;28.9;3;23.2;35.2;28.4;2.9;23;34.5;4014;412;3249;4877;;;3;2;Avery;North Carolina;17797;36.07632;-81.943907
NORTH CAROLINA;Beaufort;37;13;34;3;28.5;40.2;33.7;2.8;28.5;39.5;11690;978;9870;13700;;;5;5;Beaufort;North Carolina;47759;35.519484;-76.956571
NORTH CAROLINA;Bertie;37;15;35.9;3.7;29.2;43.5;35.9;3.5;29.5;43;5083;495;4182;6091;;;6;5;Bertie;North Carolina;21282;36.083776;-76.968883
NORTH CAROLINA;Bladen;37;17;33.2;3.1;27.6;39.6;33.4;3;27.9;39.6;7853;703;6566;9317;;;5;5;Bladen;North Carolina;35190;34.607845;-78.64109
NORTH CAROLINA;Brunswick;37;19;28.8;2.4;24.3;33.7;28.4;2.3;24.2;33.1;22550;1789;19180;26230;;;3;2;Brunswick;North Carolina;107431;34.03637;-78.229195
NORTH CAROLINA;Buncombe;37;21;22.2;1.4;19.4;25;22.2;1.3;19.6;24.9;38740;2355;34160;43440;;;1;0;Buncombe;North Carolina;238318;35.587674;-82.550087
NORTH CAROLINA;Burke;37;23;26.8;1.9;23.2;30.7;26.8;1.8;23.4;30.5;17950;1206;15670;20450;;;2;1;Burke;North Carolina;90912;35.730474;-81.638347
NORTH CAROLINA;Cabarrus;37;25;29.4;1.6;26.4;32.7;29.8;1.6;26.7;33.1;35670;1949;32030;39670;;;3;3;Cabarrus;North Carolina;178011;35.399234;-80.612525
NORTH CAROLINA;Caldwell;37;27;31.1;2.2;27;35.5;30.8;2.1;26.9;35.1;18640;1258;16300;21240;;;4;4;Caldwell;North Carolina;83029;35.873614;-81.503741
NORTH CAROLINA;Camden;37;29;31.4;3.6;24.9;39.4;31.6;3.6;25.1;39.5;2273;261;1805;2845;;;4;4;Camden;North Carolina;9980;36.36267;-76.19176
NORTH CAROLINA;Carteret;37;31;28.9;2.8;23.8;34.7;28.7;2.7;23.9;34.1;14250;1322;11840;16940;;;3;2;Carteret;North Carolina;66469;34.746773;-76.804454
NORTH CAROLINA;Caswell;37;33;30;3;24.4;36.4;30.2;2.9;24.8;36.4;5442;531;4468;6550;;;4;3;Caswell;North Carolina;23719;36.402606;-79.361931
NORTH CAROLINA;Catawba;37;35;27;1.5;24.1;30;27.2;1.5;24.4;30.2;31640;1713;28350;35040;;;2;1;Catawba;North Carolina;154358;35.695409;-81.245839
NORTH CAROLINA;Chatham;37;37;25.8;2.3;21.6;30.6;25.9;2.2;21.8;30.6;12300;1066;10360;14550;;;2;0;Chatham;North Carolina;63505;35.744124;-79.236572
NORTH CAROLINA;Cherokee;37;39;25.7;2.5;21.1;30.7;25.2;2.3;20.9;29.8;5229;477;4344;6200;;;2;0;Cherokee;North Carolina;27444;35.106484;-84.016472
NORTH CAROLINA;Chowan;37;41;30.1;3.2;24.2;37;30;3.1;24.5;36.6;3264;334;2663;3983;;;4;3;Chowan;North Carolina;14793;36.116754;-76.626254
NORTH CAROLINA;Clay;37;43;26.1;3.2;20.5;33.1;25.4;3;20.1;31.6;2124;248;1683;2647;;;2;0;Clay;North Carolina;10587;35.035248;-83.807512
NORTH CAROLINA;Cleveland;37;45;32;2.9;26.7;37.9;31.9;2.8;26.8;37.6;23230;2002;19510;27360;;;4;5;Cleveland;North Carolina;98078;35.292496;-81.517017
NORTH CAROLINA;Columbus;37;47;33;2.9;27.5;39.1;33;2.8;27.7;38.8;13080;1125;10980;15380;;;5;5;Columbus;North Carolina;58098;34.27927;-78.709221
NORTH CAROLINA;Craven;37;49;30;2.4;25.5;34.9;29.9;2.3;25.6;34.6;20790;1613;17810;24080;;;4;3;Craven;North Carolina;103505;35.066758;-77.038555
NORTH CAROLINA;Cumberland;37;51;32.1;1.5;29.2;35.2;32.5;1.6;29.6;35.6;69860;3335;63540;76520;;;4;5;Cumberland;North Carolina;319431;35.056493;-78.936138
NORTH CAROLINA;Currituck;37;53;28.7;3.3;22.8;35.6;29.1;3.2;23.2;35.9;5270;588;4200;6503;;;3;2;Currituck;North Carolina;23547;36.391946;-76.00904
NORTH CAROLINA;Dare;37;55;24.7;2.7;19.7;30.4;25.1;2.6;20.2;30.5;6470;675;5201;7859;;;1;0;Dare;North Carolina;33920;35.907564;-75.674875
NORTH CAROLINA;Davidson;37;57;29.9;1.7;26.7;33.2;29.9;1.6;26.8;33.1;35190;1901;31540;38930;;;3;3;Davidson;North Carolina;162878;35.853743;-80.199539
NORTH CAROLINA;Davie;37;59;27.8;3.1;22.2;34.3;27.8;3;22.3;34.2;8532;923;6856;10490;;;3;2;Davie;North Carolina;41240;35.929813;-80.52158
NORTH CAROLINA;Duplin;37;61;31.6;2.9;26.3;37.6;31.8;2.8;26.6;37.6;12170;1084;10170;14390;;;4;4;Duplin;North Carolina;58505;34.936096;-77.943354
NORTH CAROLINA;Durham;37;63;28.9;1.5;26;32;29.2;1.6;26.2;32.3;55360;2952;49630;61350;;;3;2;Durham;North Carolina;267587;35.989801;-78.9062
NORTH CAROLINA;Edgecombe;37;65;36.6;3.2;31;43.2;37.2;3.1;31.6;43.7;14190;1177;12070;16660;;;6;5;Edgecombe;North Carolina;56552;35.903736;-77.656297
NORTH CAROLINA;Forsyth;37;67;24.8;1.4;22;27.7;25;1.4;22.3;27.8;62190;3460;55540;69140;;;1;0;Forsyth;North Carolina;350670;36.106431;-80.256625
NORTH CAROLINA;Franklin;37;69;31.2;2.9;25.8;37.2;31.4;2.9;26;37.4;13540;1266;11210;16130;;;4;4;Franklin;North Carolina;60619;36.047826;-78.340858
NORTH CAROLINA;Gaston;37;71;27;1.5;24.1;30;27.2;1.5;24.3;30.1;41330;2257;37050;45860;;;2;1;Gaston;North Carolina;206086;35.275594;-81.156574
NORTH CAROLINA;Gates;37;73;33.2;3.5;26.8;40.8;33.5;3.5;27.2;40.9;2944;304;2390;3597;;;5;5;Gates;North Carolina;12197;36.46589;-76.706157
NORTH CAROLINA;Graham;37;75;29;3.6;22.6;36.6;28.8;3.4;22.6;36.1;1702;202;1336;2132;;;3;2;Graham;North Carolina;8861;35.330969;-83.787962
NORTH CAROLINA;Granville;37;77;33;3.1;27.5;39.4;33.3;3.1;27.7;39.7;13990;1292;11640;16690;;;5;5;Granville;North Carolina;59916;36.223855;-78.657114
NORTH CAROLINA;Greene;37;79;32;3.2;26.3;38.7;32.2;3.2;26.4;38.9;5036;501;4135;6088;;;4;5;Greene;North Carolina;21362;35.468776;-77.669536
NORTH CAROLINA;Guilford;37;81;27.7;1.5;24.9;30.6;27.9;1.5;25.2;30.8;96060;4997;86730;106100;;;3;1;Guilford;North Carolina;488406;36.065215;-79.850251
NORTH CAROLINA;Halifax;37;83;36.9;3.1;31;43.5;36.9;3;31.3;43.2;14960;1201;12700;17510;;;6;5;Halifax;North Carolina;54691;36.353153;-77.672949
NORTH CAROLINA;Harnett;37;85;31.4;2.4;26.9;36.3;31.7;2.4;27.1;36.7;24990;1927;21430;28970;;;4;4;Harnett;North Carolina;114678;35.359863;-78.847096
NORTH CAROLINA;Haywood;37;87;29.3;2.3;24.9;34.2;28.7;2.1;24.6;33.1;12640;948;10860;14580;;;3;3;Haywood;North Carolina;59036;35.517983;-82.939915
NORTH CAROLINA;Henderson;37;89;26.1;1.9;22.5;29.8;25.1;1.7;21.9;28.5;19770;1318;17270;22400;;;2;0;Henderson;North Carolina;106740;35.34095;-82.472355
NORTH CAROLINA;Hertford;37;91;33.9;3.1;28.1;40.5;34;3;28.4;40.3;5839;521;4881;6919;;;5;5;Hertford;North Carolina;24669;36.351304;-77.009973
NORTH CAROLINA;Hoke;37;93;31.4;2.2;27.3;35.7;31.7;2.3;27.4;36.1;9163;654;7929;10450;;;4;4;Hoke;North Carolina;46952;34.989624;-79.177133
NORTH CAROLINA;Hyde;37;95;30.7;3.3;24.6;37.7;30.8;3.2;24.8;37.5;1281;134;1031;1560;;;4;4;Hyde;North Carolina;5810;35.43421;-76.208134
NORTH CAROLINA;Iredell;37;97;26.3;1.4;23.6;29.2;26.5;1.4;23.8;29.3;30010;1601;26970;33200;;;2;1;Iredell;North Carolina;159437;35.707328;-80.869103
NORTH CAROLINA;Jackson;37;99;29.7;2.5;25.1;34.9;29.7;2.4;25.2;34.7;8154;668;6915;9543;;;3;3;Jackson;North Carolina;40271;35.335275;-83.202489
NORTH CAROLINA;Johnston;37;101;32.6;1.6;29.6;35.9;33.1;1.6;30;36.4;38190;1868;34660;42000;;;5;5;Johnston;North Carolina;168878;35.560263;-78.411954
NORTH CAROLINA;Jones;37;103;31.9;3.5;25.6;39.3;31.9;3.3;25.9;38.9;2476;255;2008;3017;;;4;5;Jones;North Carolina;10153;35.027454;-77.353062
NORTH CAROLINA;Lee;37;105;28.7;2.9;23.7;35;28.8;2.8;23.8;34.9;12210;1187;10110;14810;;;3;2;Lee;North Carolina;57866;35.459779;-79.173135
NORTH CAROLINA;Lenoir;37;107;32.6;2.7;27.6;38.3;32.6;2.6;27.9;37.9;13640;1076;11660;15850;;;5;5;Lenoir;North Carolina;59495;35.262323;-77.631874
NORTH CAROLINA;Lincoln;37;109;26.5;2.6;21.6;31.9;26.8;2.6;22;32;14780;1423;12140;17690;;;2;1;Lincoln;North Carolina;78265;35.485027;-81.178511
NORTH CAROLINA;Macon;37;113;28;2.5;23.5;33.2;27.1;2.2;23;31.6;6983;576;5922;8142;;;3;2;Macon;North Carolina;33922;35.157148;-83.380756
NORTH CAROLINA;Madison;37;115;26.6;2.8;21.5;32.7;26.3;2.7;21.4;32.1;4089;423;3324;4991;;;2;1;Madison;North Carolina;20764;35.839078;-82.638666
NORTH CAROLINA;Martin;37;117;32.8;3.2;27.1;39.4;32.8;3;27.4;39.1;5725;524;4774;6823;;;5;5;Martin;North Carolina;24505;35.83274;-77.100767
NORTH CAROLINA;McDowell;37;111;33.8;3;28.2;40;33.5;2.8;28.2;39.3;11160;945;9408;13120;;;5;5;McDowell;North Carolina;44996;35.667958;-82.021507
NORTH CAROLINA;Mecklenburg;37;119;25.2;1.1;23;27.5;25.6;1.2;23.3;28;161200;7386;147200;176200;;;2;0;Mecklenburg;North Carolina;919628;35.223469;-80.81662
NORTH CAROLINA;Mitchell;37;121;26.6;2.8;21.5;32.6;26.1;2.6;21.3;31.6;3230;324;2639;3912;;;2;1;Mitchell;North Carolina;15579;35.962278;-82.114348
NORTH CAROLINA;Montgomery;37;123;30.6;3.3;24.7;37.6;30.7;3.2;24.8;37.4;6082;643;4926;7426;;;4;4;Montgomery;North Carolina;27798;35.338988;-79.88204
NORTH CAROLINA;Moore;37;125;26.6;2.5;22;31.8;25.9;2.3;21.6;30.7;16850;1519;14060;19940;;;2;1;Moore;North Carolina;88247;35.244618;-79.44678
NORTH CAROLINA;Nash;37;127;32.1;2.5;27.4;37.3;32.1;2.4;27.6;37.1;21930;1650;18880;25340;;;4;5;Nash;North Carolina;95840;35.947411;-77.923901
NORTH CAROLINA;New Hanover;37;129;25.3;1.5;22.5;28.3;25.4;1.5;22.7;28.4;36850;2163;32870;41210;;;2;0;New Hanover;North Carolina;202667;34.211687;-77.879277
NORTH CAROLINA;Northampton;37;131;35.8;3.5;29.6;43;35.6;3.2;29.7;42.2;5569;505;4641;6603;;;6;5;Northampton;North Carolina;22099;36.431948;-77.434731
NORTH CAROLINA;Onslow;37;133;30.6;1.6;27.5;33.8;30.6;1.7;27.4;34;34000;1875;30440;37790;;;4;4;Onslow;North Carolina;177772;34.741545;-77.400612
NORTH CAROLINA;Orange;37;135;22.2;1.4;19.6;24.9;22.4;1.4;19.9;25.2;21240;1305;18800;23850;;;1;0;Orange;North Carolina;133801;35.978596;-79.081244
NORTH CAROLINA;Pamlico;37;137;29;3.2;23.3;35.7;28.6;3;23.3;34.7;2890;300;2351;3510;;;3;2;Pamlico;North Carolina;13144;35.105356;-76.775886
NORTH CAROLINA;Pasquotank;37;139;31.6;3;26.1;37.9;31.7;3;26.2;37.7;9414;880;7782;11200;;;4;4;Pasquotank;North Carolina;40661;36.293502;-76.246298
NORTH CAROLINA;Pender;37;141;32.3;3.1;26.5;38.9;32.3;3;26.6;38.6;12610;1191;10400;15110;;;4;5;Pender;North Carolina;52217;34.469476;-77.836015
NORTH CAROLINA;Perquimans;37;143;32.6;3.6;26.2;40.5;32.1;3.4;25.9;39.4;3185;340;2577;3914;;;5;5;Perquimans;North Carolina;13453;36.181299;-76.424403
NORTH CAROLINA;Person;37;145;29.9;3.1;24.5;36.4;30.1;3;24.7;36.4;8389;829;6897;10150;;;3;3;Person;North Carolina;39464;36.373422;-78.970901
NORTH CAROLINA;Pitt;37;147;32.7;1.7;29.6;36;32.9;1.7;29.7;36.2;36530;1876;32990;40240;;;5;5;Pitt;North Carolina;168148;35.57917;-77.381178
NORTH CAROLINA;Polk;37;149;23.9;2.5;19.2;29.2;23.2;2.3;19;28.1;3510;347;2871;4251;;;1;0;Polk;North Carolina;20510;35.258669;-82.17545
NORTH CAROLINA;Randolph;37;151;28.8;1.6;25.7;32.1;28.8;1.6;25.8;32;29980;1645;26900;33330;;;3;2;Randolph;North Carolina;141752;35.766292;-79.827981
NORTH CAROLINA;Richmond;37;153;30.7;3.1;25.1;37.1;30.7;3;25.3;36.9;10130;985;8348;12200;;;4;4;Richmond;North Carolina;46639;34.943604;-79.733496
NORTH CAROLINA;Robeson;37;155;38.6;1.8;35.1;42.3;38.7;1.8;35.4;42.5;34720;1623;31690;38040;;;6;5;Robeson;North Carolina;134168;34.674582;-79.093867
NORTH CAROLINA;Rockingham;37;157;30.9;2.9;25.7;36.9;30.9;2.7;25.9;36.5;21550;1906;18120;25520;;;4;4;Rockingham;North Carolina;93643;36.402247;-79.772606
NORTH CAROLINA;Rowan;37;159;30.3;1.6;27.3;33.6;30.3;1.5;27.5;33.5;31290;1572;28340;34530;;;4;4;Rowan;North Carolina;138428;35.620395;-80.521966
NORTH CAROLINA;Rutherford;37;161;29.9;2.2;25.8;34.5;29.5;2.1;25.6;33.8;14000;995;12160;16020;;;3;3;Rutherford;North Carolina;67810;35.348446;-81.894978
NORTH CAROLINA;Sampson;37;163;32.7;2.8;27.6;38.7;32.8;2.8;27.7;38.7;15100;1279;12770;17800;;;5;5;Sampson;North Carolina;63431;35.033839;-78.396164
NORTH CAROLINA;Scotland;37;165;34.6;2.8;29.3;40.5;34.9;2.8;29.7;40.6;9134;723;7781;10620;;;5;5;Scotland;North Carolina;36157;34.786334;-79.47868
NORTH CAROLINA;Stanly;37;167;27.8;2.9;22.4;33.8;27.7;2.8;22.6;33.5;12270;1255;9980;14840;;;3;2;Stanly;North Carolina;60585;35.321525;-80.247474
NORTH CAROLINA;Stokes;37;169;30.8;3.3;24.8;37.9;30.7;3.2;25;37.4;10810;1120;8785;13160;;;4;4;Stokes;North Carolina;47401;36.35064;-80.273917
NORTH CAROLINA;Surry;37;171;28.5;3;23.1;34.8;28.2;2.8;23.1;34.3;15250;1528;12460;18520;;;3;2;Surry;North Carolina;73673;36.431314;-80.656971
NORTH CAROLINA;Swain;37;173;32;2.7;27;37.5;31.6;2.5;26.9;36.7;3191;252;2722;3706;;;4;5;Swain;North Carolina;13981;35.438412;-83.413457
